RT=430110.500000   LT=429517.000000
251	55
252	68
253	60
254	49
255	48
256	59
257	58
258	50
259	53
260	50
261	50
262	53
263	57
264	50
265	66
266	52
267	55
268	50
269	61
270	59
271	57
272	43
273	55
274	58
275	50
276	36
277	55
278	50
279	60
280	49
281	53
282	45
283	54
284	34
285	46
286	50
287	50
288	38
289	38
290	71
291	38
292	53
293	49
294	57
295	54
296	53
297	33
298	35
299	44
300	45
301	52
302	56
303	51
304	44
305	50
306	49
307	36
308	56
309	41
310	36
311	42
312	49
313	33
314	32
315	49
316	45
317	40
318	35
319	48
320	35
321	33
322	39
323	55
324	54
325	32
326	49
327	48
328	55
329	47
330	34
331	43
332	44
333	53
334	37
335	38
336	54
337	38
338	40
339	40
340	34
341	36
342	43
343	39
344	30
345	50
346	41
347	37
348	35
349	42
350	31
351	41
352	35
353	37
354	46
355	30
356	35
357	39
358	41
359	33
360	45
361	36
362	31
363	45
364	30
365	41
366	36
367	40
368	36
369	32
370	39
371	38
372	33
373	46
374	26
375	30
376	36
377	35
378	25
379	32
380	30
381	29
382	27
383	32
384	40
385	42
386	28
387	37
388	38
389	42
390	33
391	25
392	35
393	32
394	27
395	24
396	25
397	32
398	35
399	34
400	27
401	27
402	34
403	20
404	32
405	40
406	29
407	31
408	27
409	30
410	31
411	42
412	32
413	36
414	25
415	23
416	32
417	38
418	25
419	23
420	24
421	23
422	29
423	23
424	31
425	25
426	25
427	39
428	29
429	22
430	26
431	24
432	26
433	33
434	30
435	28
436	24
437	25
438	24
439	26
440	32
441	36
442	35
443	32
444	25
445	26
446	32
447	20
448	25
449	20
450	23
451	17
452	26
453	24
454	30
455	30
456	23
457	21
458	24
459	28
460	22
461	23
462	23
463	28
464	34
465	27
466	28
467	31
468	21
469	16
470	25
471	30
472	26
473	26
474	13
475	23
476	23
477	26
478	24
479	19
480	31
481	18
482	29
483	26
484	26
485	23
486	23
487	22
488	28
489	24
490	17
491	11
492	12
493	24
494	17
495	22
496	19
497	29
498	27
499	21
500	26
501	18
502	18
503	26
504	16
505	26
506	17
507	20
508	19
509	24
510	23
511	26
512	19
513	27
514	13
515	16
516	21
517	17
518	16
519	15
520	23
521	20
522	19
523	27
524	21
525	17
526	16
527	25
528	23
529	12
530	13
531	12
532	22
533	21
534	12
535	27
536	25
537	20
538	21
539	24
540	21
541	13
542	19
543	19
544	18
545	19
546	18
547	19
548	17
549	17
550	17
551	14
552	25
553	9
554	13
555	27
556	15
557	21
558	18
559	26
560	22
561	17
562	15
563	18
564	19
565	15
566	20
567	19
568	23
569	25
570	16
571	19
572	18
573	12
574	12
575	16
576	18
577	14
578	17
579	19
580	21
581	12
582	12
583	17
584	16
585	19
586	14
587	16
588	23
589	20
590	14
591	19
592	15
593	15
594	22
595	18
596	13
597	23
598	11
599	16
600	16
601	12
602	19
603	13
604	9
605	12
606	11
607	19
608	22
609	12
610	12
611	16
612	10
613	18
614	13
615	16
616	17
617	14
618	14
619	5
620	16
621	6
622	15
623	17
624	16
625	15
626	13
627	15
628	13
629	14
630	14
631	14
632	11
633	12
634	12
635	16
636	15
637	16
638	14
639	16
640	23
641	20
642	17
643	22
644	14
645	11
646	10
647	14
648	11
649	13
650	11
651	18
652	10
653	9
654	17
655	12
656	15
657	15
658	12
659	17
660	17
661	6
662	12
663	14
664	13
665	16
666	18
667	13
668	9
669	14
670	12
671	16
672	10
673	10
674	14
675	7
676	14
677	13
678	11
679	9
680	17
681	7
682	18
683	14
684	15
685	8
686	14
687	13
688	14
689	13
690	18
691	13
692	15
693	11
694	9
695	11
696	14
697	10
698	12
699	11
700	19
701	7
702	8
703	15
704	13
705	8
706	9
707	14
708	4
709	9
710	12
711	14
712	11
713	14
714	12
715	13
716	10
717	6
718	14
719	11
720	14
721	8
722	4
723	16
724	10
725	5
726	10
727	14
728	7
729	13
730	6
731	7
732	8
733	9
734	5
735	14
736	10
737	9
738	15
739	14
740	11
741	11
742	12
743	5
744	14
745	13
746	12
747	6
748	8
749	14
750	12
751	10
752	9
753	8
754	13
755	11
756	7
757	9
758	8
759	13
760	18
761	12
762	9
763	3
764	13
765	11
766	12
767	6
768	14
769	12
770	6
771	8
772	7
773	13
774	10
775	12
776	8
777	12
778	11
779	11
780	11
781	7
782	9
783	7
784	15
785	12
786	14
787	18
788	9
789	13
790	11
791	10
792	6
793	12
794	12
795	5
796	6
797	7
798	12
799	12
800	12
801	8
802	10
803	8
804	12
805	9
806	7
807	8
808	10
809	9
810	9
811	4
812	6
813	8
814	7
815	9
816	7
817	6
818	11
819	6
820	9
821	12
822	11
823	9
824	4
825	9
826	5
827	6
828	6
829	11
830	9
831	6
832	12
833	13
834	12
835	7
836	15
837	9
838	9
839	11
840	14
841	12
842	6
843	13
844	13
845	7
846	6
847	10
848	9
849	7
850	9
851	8
852	7
853	6
854	4
855	12
856	8
857	13
858	8
859	9
860	6
861	3
862	17
863	9
864	8
865	7
866	10
867	7
868	10
869	9
870	15
871	4
872	7
873	6
874	9
875	8
876	7
877	4
878	5
879	12
880	8
881	9
882	9
883	8
884	5
885	7
886	6
887	9
888	9
889	10
890	13
891	11
892	10
893	8
894	5
895	11
896	10
897	10
898	5
899	10
900	7
901	8
902	8
903	7
904	9
905	2
906	7
907	7
908	8
909	6
910	3
911	6
912	2
913	5
914	5
915	7
916	7
917	9
918	5
919	4
920	7
921	13
922	6
923	12
924	5
925	4
926	7
927	8
928	9
929	11
930	6
931	6
932	7
933	3
934	8
935	2
936	3
937	6
938	7
939	5
940	4
941	7
942	7
943	5
944	7
945	2
946	9
947	4
948	10
949	5
950	9
951	7
952	4
953	9
954	7
955	10
956	5
957	5
958	8
959	7
960	6
961	11
962	9
963	10
964	9
965	8
966	8
967	8
968	8
969	8
970	7
971	6
972	9
973	12
974	8
975	2
976	9
977	7
978	8
979	6
980	5
981	7
982	8
983	3
984	6
985	6
986	8
987	8
988	5
989	7
990	7
991	6
992	7
993	5
994	10
995	9
996	10
997	6
998	14
999	10
1000	4
1001	10
1002	3
1003	6
1004	2
1005	3
1006	5
1007	7
1008	3
1009	9
1010	10
1011	5
1012	3
1013	7
1014	7
1015	7
1016	7
1017	7
1018	7
1019	6
1020	5
1021	6
1022	2
1023	8
